,text,dict,entities,biluo,has_entity
668,"improvement with respect to rcnn (liang & hu, 2015).in addition, this architecture accelerates the training pro-cedure, which is a concerning issue right now for traininglarge scale deep learning approaches. furthermore, we em-pirically investigated our model and determined that it out-performs against both the equivalent model of the inceptionnetworks and the inception-residual networks. in the fu-ture, we would like to improve this model and experimentwith large scale implementation using the teacher-studentparadigm (net2net) on the imagenet dataset (chen et al.,2015b). in addition, the propose ircnn will be tested withadvanced activation functions such as elu (clevert et al.,2015).furthermore, from our observation, this new archi-tecture would be able to model context in input videos,which is another future direction for this work.","{'entities': [(541, 549, 'DATASET_NAME')]}","[(541, 549, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
669,dalam penelitian ini digunakan dataset yang telah diunduh dari uci dataset. data set yang diperoleh yaitu online retail dataset yang merupakan kumpulan data transnasional di uk atau negara-negara di eropa yang berisi semua transaksi yang terjadi pada 01/12/2010 sampai 09/12/2011. perusahaan ini merupakan perusahaan retail yang menjual beberapa produk unik yang diperlukan dalam suatu acara/event secara online.,"{'entities': [(106, 127, 'DATASET_NAME')]}","[(106, 127, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATASET_NAME', 'I-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
670,of the ecu dataset [19]). starting from the pre-trained weights of vgg19 on,"{'entities': [(7, 18, 'DATASET_NAME')]}","[(7, 18, 'DATASET_NAME')]","['O', 'O', 'B-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
671,"imagenet, we have removed the last classification layer in the network, and we have","{'entities': [(0, 8, 'DATASET_NAME')]}","[(0, 8, 'DATASET_NAME')]","['U-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
672,"the result of apriori is not plotted because its running time exceeds 3,000 seconds at minsup 0.04%, which shows that its running time is higher than harpp by more than 2 orders of magnitude. running time of apriori further deteriorates as minsup is decreased. it is evident that the running time of harpp decreases with a decrease in minsup, whereas fp-growth per-forms inversely. at minsup 0.001%, harpp is about 7 times faster than fp-growth. figure 10 shows the comparison of the running time of harpp, apriori, and fp-growth on online retail dataset.","{'entities': [(533, 554, 'DATASET_NAME')]}","[(533, 554, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATASET_NAME', 'I-DATASET_NAME', 'L-DATASET_NAME', 'O']",True
673,"0.04%, which shows that its running time is higher than harpp by more than 2 orders of magnitude. running time of apriori further deteriorates as minsup is decreased. it is evident that the running time of harpp decreases with a decrease in minsup, whereas fp-growth performs inversely. at minsup 0.001%, harpp is about 7 times faster than fp-growth. figure 10 shows the comparison of the running time of harpp, apriori, and fp-growth on online retail dataset. figure 10 running time on online retail dataset","{'entities': [(438, 459, 'DATASET_NAME'), (487, 508, 'DATASET_NAME')]}","[(438, 459, 'DATASET_NAME'), (487, 508, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATASET_NAME', 'I-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATASET_NAME', 'I-DATASET_NAME', 'L-DATASET_NAME']",True
674,"in figure 14, on online retail dataset, fp-growth takes 11 times more memory than taken by harpp. figure 14","{'entities': [(17, 38, 'DATASET_NAME')]}","[(17, 38, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'B-DATASET_NAME', 'I-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
675,"besides design time forecast, gdw-kr can also be extended to other regression problems with small samples. the slump test dataset, the machine cpu dataset and the yacht hydrodynamics dataset, which are all from the uci repository [38], are used to evaluate the extended application of gdw-kr. in these datasets, fv-svm behaves the same as v-svr, as there is no fuzzy variable. thus, the results of fv-svm are not presented here. each dataset is divided into 6 disjoint subsets. in our experiments, both the target output and numerical attributes were normalized to be within [0, 1].","{'entities': [(163, 190, 'DATASET_NAME')]}","[(163, 190, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATASET_NAME', 'I-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
676,"in figure 14, on online retail dataset, fp-growth takes 11 times more memory than taken by harpp.","{'entities': [(17, 38, 'DATASET_NAME')]}","[(17, 38, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'B-DATASET_NAME', 'I-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
677,such as imagenet classification due to its focus on high-,"{'entities': [(8, 16, 'DATASET_NAME')]}","[(8, 16, 'DATASET_NAME')]","['O', 'O', 'U-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
678,"in the proposed architecture, we use this combined approach in order to improve the performance.first, we initialize the network with the pre-trained weights from the ilsvrc dataset (a 1000 classessubset from imagenet [44], a generic purpose database for object classification), and then we fine-tunethese weights using the samples from our dataset (which is presented in the following section).the main advantages of using this technique are that the network can be trained using less data andin addition it converges faster.","{'entities': [(209, 217, 'DATASET_NAME')]}","[(209, 217, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
679,table 3. distribution of the classes in the masati dataset.,"{'entities': [(44, 58, 'DATASET_NAME')]}","[(44, 58, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATASET_NAME', 'L-DATASET_NAME', 'O']",True
680,"this section provides details on the results obtained after carrying out experiments with which toappraise our method. first, the dataset configuration and the data augmentation process is describedin section 5.1. the evaluation metrics are then defined in section 5.2, after which the methodologyused to tune the cnn hyperparameters is detailed in section 5.3. in section 5.4, the proposed approachis evaluated using the masati dataset, and the results are compared with those of state-of-the-artmethods. finally, section 5.5 details the experiments with another dataset (mwpu vhr-10) that hasbeen used to compare our best approach with those of other previous works.","{'entities': [(422, 436, 'DATASET_NAME')]}","[(422, 436, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
681,"our approach was principally assessed using the masati dataset described in section 4.3.in order to measure how the complexity of the dataset, according to the number of classes, impacts onthe classification process, three sets were created by grouping samples of different classes as follows:","{'entities': [(48, 62, 'DATASET_NAME')]}","[(48, 62, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
682,"when using our baseline cnn and the masati dataset, as shown in figure 4. this plot showsthe positive impact of data augmentation in the f1, which increases until stability is attained.this experiment was also done with set 3 and the main class labeling. in addition to the baselinenetwork, we evaluated other two models, vgg-16 and xception, which are those that obtainedbetter results. the highest increase occurs at the beginning, when around five and 10 new samplesare generated from each image in the original dataset. although a higher f1 can be obtained byadding many augmented samples, we set this parameter to 5 for the subsequent experiments, as a highnumber of samples also significantly increases the computation cost during the training stage. all theseexperimental tests allowed us to adjust the training parameters for the cnns topologies evaluatedin the following section.","{'entities': [(36, 50, 'DATASET_NAME')]}","[(36, 50, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
683,"harvard center for population and development studies, 2016, ""haalsi baseline survey"",","{'entities': [(62, 84, 'DATASET_NAME')]}","[(62, 84, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATASET_NAME', 'I-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O']",True
684,"this section shows the evaluation of the six cnn topologies described in section 4.1. training wascarried out in three different ways for each network: final (backpropagating from only the last threelayers, which are fully connected), middle (backpropagating from the second half of the network),and full (training the whole network). in all three cases, weights were initialized using a modelpre-trained with ilsvrc imagenet [44] in order to subsequently perform fine-tuning. the onlyexception was the baseline network, which was only trained without initialization and using the fullapproach, since being a custom model it could not have pre-trained weights.","{'entities': [(417, 425, 'DATASET_NAME')]}","[(417, 425, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
685,"in addition to the experiments shown in tables 4 and 5, which prove both the validity and therobustness of our proposal, we also compared it with other methods used for ship classification.table 6 shows a comparison of our best architecture (xception nc + `2 + knn) and some traditionaltechniques mentioned in section 3. these experiments were done using the masati dataset and themain class labeling to discriminate the occurrence of ships. specifically, the techniques with which wecompare our method are:","{'entities': [(359, 373, 'DATASET_NAME')]}","[(359, 373, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
686,"future research work includes incorporating location features into our classification systemin order to obtain the ship position within optical aerial images. other sensors, such as sar,could additionally be evaluated for situations in which it is not possible to use visible spectrumimagery, as occurs at night. different sensors could also be combined in a multimodal scenario.in addition to classifying whether or not an image contains a ship, the exact location of the shipdetected could also be extracted by means of saliency estimation methods. we also plan to add moreimages to the masati dataset to make it larger and build better models. in order to speed up thisprocess, semi-supervised strategies [62] could be considered.","{'entities': [(589, 603, 'DATASET_NAME')]}","[(589, 603, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
687,"30. krizhevsky, a.; sutskever, i.; hinton, g.e. imagenet classification with deep convolutional neuralnetworks. in proceedings of the the twenty-sixth annual conference on neural information processingsystems (nips), stateline, nv, usa, 3–8 december 2012.","{'entities': [(48, 56, 'DATASET_NAME')]}","[(48, 56, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
688,"44. deng, j.; dong, w.; socher, r.; li, l.j.; li, k.; fei-fei, l. imagenet: a large-scale hierarchical image database.in proceedings of the 2009 ieee conference on computer vision and pattern recognition, miami, fl, usa,20–25 june 2009; pp. 248–255, doi:10.1109/cvpr.2009.5206848.","{'entities': [(66, 74, 'DATASET_NAME')]}","[(66, 74, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
689,introduction	related work	deep learning background	methodology	network topologies	proposed architecture	masati dataset,"{'entities': [(104, 118, 'DATASET_NAME')]}","[(104, 118, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATASET_NAME', 'L-DATASET_NAME']",True
690,experiments	dataset configuration	evaluation metrics	hyperparameters evaluation	results with masati dataset	results with mwpu vhr-10 dataset,"{'entities': [(93, 107, 'DATASET_NAME')]}","[(93, 107, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O']",True
691,"dolatabadi, e., zhi, y. x., ye, b., coahran, m., lupinacci, g., mihailidis, a., et al.(2017). “the toronto rehab stroke pose dataset to detect compensation during","{'entities': [(99, 132, 'DATASET_NAME')]}","[(99, 132, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATASET_NAME', 'I-DATASET_NAME', 'I-DATASET_NAME', 'I-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O']",True
692,table 4 :confusion matrix of dbscan for blood transfusion service center dataset.,"{'entities': [(40, 80, 'DATASET_NAME')]}","[(40, 80, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATASET_NAME', 'I-DATASET_NAME', 'I-DATASET_NAME', 'I-DATASET_NAME', 'L-DATASET_NAME', 'O']",True
693,"the proposed problem was a regression task with 5 variables and missing data. the chosen datasetwas the combined cycle power plant data set [2] taken from the uci repository1. in order to makethe problem more difficult, and to avoid cheating , as all the labels are available on the internet, thedata was corrupted with noise, some instances of variable 1 were removed and an irrelevant variable,uniform noise, was added. the evaluation metric was the root mean square error, rmse.","{'entities': [(104, 139, 'DATASET_NAME')]}","[(104, 139, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DATASET_NAME', 'I-DATASET_NAME', 'I-DATASET_NAME', 'I-DATASET_NAME', 'I-DATASET_NAME', 'L-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
694,"abstract the automatic classification of animal images is an onerous task due to the challengingimage conditions, especially when it comes to animal breeds. in this paper, we built a semi-supervisedlearning based multi-part convolutional neural network (mp-cnn) that classifies 35,992 animal imagesfrom imagenet into 27 different classes of animals. the proposed model classifies the animals on bothgeneric and fine-grained level. the animal breeds are accurately classified using multi-part convolutionalneural network with a hybrid feature extraction framework of fisher vector based stacked autoencoder.furthermore, with semi-supervised learning based pseudo-labels, the model classifies new classes ofunlabeled images too. modified hellinger kernel classifier has been used to re-train the misclassified classesof animals and thereby improve the performance obtained from mp-cnn. the model has experimentedwith varied tasks to analyze its performance in each of the cases. the experimental results have proved thatthe coalesced approach of mp-cnn with pseudo-labels can accurately classify animal breeds and we haveachieved an accuracy of 99.95% from the proposed model.","{'entities': [(303, 311, 'DATASET_NAME')]}","[(303, 311, 'DATASET_NAME')]","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-DATASET_NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",True
